layer,head,dla_contribution,probe,checkpoint
0,2,-0.005716988816857338,dog/cat,50M
0,3,-0.0005175870028324425,dog/cat,50M
0,4,-0.004090518690645695,dog/cat,50M
0,5,-0.00955708883702755,dog/cat,50M
0,6,-0.0015599174657836556,dog/cat,50M
0,7,-0.002407253021374345,dog/cat,50M
0,8,-0.003235704731196165,dog/cat,50M
0,9,-0.0005102025461383164,dog/cat,50M
0,10,-0.003912249114364386,dog/cat,50M
0,11,-0.004806093871593475,dog/cat,50M
1,0,0.00364741962403059,dog/cat,50M
1,1,-0.017104167491197586,dog/cat,50M
1,2,0.0017392763402312994,dog/cat,50M
1,3,0.005738112144172192,dog/cat,50M
1,4,0.009678643196821213,dog/cat,50M
1,5,0.0007933713495731354,dog/cat,50M
1,6,-0.009007740765810013,dog/cat,50M
1,7,0.004958189558237791,dog/cat,50M
1,8,0.03446346893906593,dog/cat,50M
1,9,0.009237938560545444,dog/cat,50M
1,10,-0.010203903540968895,dog/cat,50M
1,11,0.021884195506572723,dog/cat,50M
2,0,0.015146276913583279,dog/cat,50M
2,1,0.023032207041978836,dog/cat,50M
2,2,0.014157386496663094,dog/cat,50M
2,3,0.01542181707918644,dog/cat,50M
2,4,0.011700969189405441,dog/cat,50M
2,5,0.007636867929250002,dog/cat,50M
2,6,0.015132836066186428,dog/cat,50M
2,7,-0.02145947888493538,dog/cat,50M
2,8,0.008096454665064812,dog/cat,50M
2,9,0.01049375906586647,dog/cat,50M
2,10,-0.034040771424770355,dog/cat,50M
2,11,0.017996594309806824,dog/cat,50M
3,0,0.011980373412370682,dog/cat,50M
3,1,0.00874403491616249,dog/cat,50M
3,2,-0.010858776047825813,dog/cat,50M
3,3,-0.006330890581011772,dog/cat,50M
3,4,-0.005198290571570396,dog/cat,50M
3,5,0.0064899493008852005,dog/cat,50M
3,6,0.0071427770890295506,dog/cat,50M
3,7,0.016165753826498985,dog/cat,50M
3,8,0.0069632139056921005,dog/cat,50M
3,9,-0.014738027937710285,dog/cat,50M
3,10,0.022160228341817856,dog/cat,50M
3,11,0.00431132223457098,dog/cat,50M
4,0,-0.004230475053191185,dog/cat,50M
4,1,0.010172901675105095,dog/cat,50M
4,2,0.010135522112250328,dog/cat,50M
4,3,0.004683079198002815,dog/cat,50M
4,4,0.006858603097498417,dog/cat,50M
4,5,-0.011347838677465916,dog/cat,50M
4,6,0.012653104960918427,dog/cat,50M
4,7,-0.003986547701060772,dog/cat,50M
4,8,0.005580882541835308,dog/cat,50M
4,9,0.02004668489098549,dog/cat,50M
4,10,-0.008065193891525269,dog/cat,50M
4,11,-0.020174404606223106,dog/cat,50M
5,0,-0.014206947758793831,dog/cat,50M
5,1,-0.005313366651535034,dog/cat,50M
5,2,0.00027138274163007736,dog/cat,50M
5,3,0.0006191851571202278,dog/cat,50M
5,4,-0.0023857131600379944,dog/cat,50M
5,5,0.011313650757074356,dog/cat,50M
5,6,0.0011011343449354172,dog/cat,50M
5,7,0.005629188381135464,dog/cat,50M
5,8,-0.015973811969161034,dog/cat,50M
5,9,0.013544714078307152,dog/cat,50M
5,10,0.015933938324451447,dog/cat,50M
5,11,0.011834456585347652,dog/cat,50M
6,0,0.08790512382984161,dog/cat,50M
6,1,0.010209180414676666,dog/cat,50M
6,2,-0.03400608152151108,dog/cat,50M
6,3,0.0008966950699687004,dog/cat,50M
6,4,-0.014290990307927132,dog/cat,50M
6,5,-0.008584987372159958,dog/cat,50M
6,6,-0.023755993694067,dog/cat,50M
6,7,0.002737388014793396,dog/cat,50M
6,8,-0.014928496442735195,dog/cat,50M
6,9,-0.004923379980027676,dog/cat,50M
6,10,-0.016349460929632187,dog/cat,50M
6,11,0.018733877688646317,dog/cat,50M
7,0,-0.013476376421749592,dog/cat,50M
7,1,0.011298015713691711,dog/cat,50M
7,2,-0.017918428406119347,dog/cat,50M
7,3,-0.05178971216082573,dog/cat,50M
7,4,-0.0042542824521660805,dog/cat,50M
7,5,0.005396106746047735,dog/cat,50M
7,6,-0.01627494767308235,dog/cat,50M
7,7,-0.018871575593948364,dog/cat,50M
7,8,-0.0013462186325341463,dog/cat,50M
7,9,-0.01272764801979065,dog/cat,50M
7,10,-0.002251438330858946,dog/cat,50M
7,11,0.01097173523157835,dog/cat,50M
8,0,-0.0024289675056934357,dog/cat,50M
8,1,-0.0002484770957380533,dog/cat,50M
8,2,-0.028478998690843582,dog/cat,50M
8,3,0.0018652400467544794,dog/cat,50M
8,4,-0.01837739534676075,dog/cat,50M
8,5,-0.004940429702401161,dog/cat,50M
8,6,-0.009576178155839443,dog/cat,50M
8,7,-0.016783738508820534,dog/cat,50M
8,8,-0.0185648612678051,dog/cat,50M
8,9,0.03423658758401871,dog/cat,50M
8,10,0.002747408114373684,dog/cat,50M
8,11,-0.004407851025462151,dog/cat,50M
9,0,0.0067817047238349915,dog/cat,50M
9,1,-0.0034341150894761086,dog/cat,50M
9,2,-0.005636528134346008,dog/cat,50M
9,3,0.019592998549342155,dog/cat,50M
9,4,0.00037844618782401085,dog/cat,50M
9,5,0.0077300709672272205,dog/cat,50M
9,6,-0.03779201954603195,dog/cat,50M
9,7,0.013003924861550331,dog/cat,50M
9,8,0.005155592691153288,dog/cat,50M
9,9,-0.010183020494878292,dog/cat,50M
9,10,0.011063475161790848,dog/cat,50M
9,11,-0.0536002479493618,dog/cat,50M
10,0,-0.007538411766290665,dog/cat,50M
10,1,0.009548740461468697,dog/cat,50M
10,2,-0.005007847212255001,dog/cat,50M
10,3,-0.027875836938619614,dog/cat,50M
10,4,0.011381127871572971,dog/cat,50M
10,5,-0.02308519184589386,dog/cat,50M
10,6,-0.01237775944173336,dog/cat,50M
10,7,-0.010747815482318401,dog/cat,50M
10,8,0.007112488150596619,dog/cat,50M
10,9,-0.004101752303540707,dog/cat,50M
10,10,-0.0007758408319205046,dog/cat,50M
10,11,-0.013166721910238266,dog/cat,50M
11,0,0.012560321018099785,dog/cat,50M
11,1,-0.015038726851344109,dog/cat,50M
11,2,-0.013001697137951851,dog/cat,50M
11,3,0.015574809163808823,dog/cat,50M
11,4,0.00899338535964489,dog/cat,50M
11,5,-0.00012303190305829048,dog/cat,50M
11,6,0.01941751316189766,dog/cat,50M
11,7,0.0014163278974592686,dog/cat,50M
11,8,0.005115864798426628,dog/cat,50M
11,9,0.01230851374566555,dog/cat,50M
11,10,-0.010377148166298866,dog/cat,50M
11,11,-0.014446510002017021,dog/cat,50M
0,0,0.0006555545260198414,boy/girl,50M
0,1,-0.0024453122168779373,boy/girl,50M
0,2,0.0019956137984991074,boy/girl,50M
0,3,0.002160822506994009,boy/girl,50M
0,4,0.0004904506495222449,boy/girl,50M
0,5,0.0067666880786418915,boy/girl,50M
0,6,-0.0018383471760898829,boy/girl,50M
0,7,0.0024508622009307146,boy/girl,50M
0,8,0.0004048696719110012,boy/girl,50M
0,9,0.0017605514731258154,boy/girl,50M
0,10,0.0004938817583024502,boy/girl,50M
0,11,0.0013376805000007153,boy/girl,50M
1,0,-0.013309501111507416,boy/girl,50M
1,1,0.0024963635951280594,boy/girl,50M
1,2,0.01444679033011198,boy/girl,50M
1,3,-0.022021804004907608,boy/girl,50M
1,4,0.0020329905673861504,boy/girl,50M
1,5,0.016018401831388474,boy/girl,50M
1,6,-0.01101934164762497,boy/girl,50M
1,7,0.014507152140140533,boy/girl,50M
1,8,-0.01125126238912344,boy/girl,50M
1,9,-0.005651206709444523,boy/girl,50M
1,10,0.00995788723230362,boy/girl,50M
1,11,0.005037868395447731,boy/girl,50M
2,0,0.009367264807224274,boy/girl,50M
2,1,0.01735633984208107,boy/girl,50M
2,2,0.0035638243425637484,boy/girl,50M
2,3,-0.013031893409788609,boy/girl,50M
2,4,-0.01949402689933777,boy/girl,50M
2,5,0.00032922765240073204,boy/girl,50M
2,6,-0.008481044322252274,boy/girl,50M
2,7,0.01636282168328762,boy/girl,50M
2,8,-0.00015563704073429108,boy/girl,50M
2,9,-0.011825654655694962,boy/girl,50M
2,10,0.010380496270954609,boy/girl,50M
2,11,-0.008329999633133411,boy/girl,50M
3,0,-0.014442842453718185,boy/girl,50M
3,1,0.008264657109975815,boy/girl,50M
3,2,0.03122979775071144,boy/girl,50M
3,3,-0.0010882033966481686,boy/girl,50M
3,4,-0.01353788934648037,boy/girl,50M
3,5,-0.005492751486599445,boy/girl,50M
3,6,-0.020223340019583702,boy/girl,50M
3,7,-0.00458204559981823,boy/girl,50M
3,8,0.004581707064062357,boy/girl,50M
3,9,0.027593590319156647,boy/girl,50M
3,10,-0.011440154165029526,boy/girl,50M
3,11,-0.008430344983935356,boy/girl,50M
4,0,-0.00867789052426815,boy/girl,50M
4,1,-0.007162559777498245,boy/girl,50M
4,2,0.0005915231886319816,boy/girl,50M
4,3,0.007750535849481821,boy/girl,50M
4,4,0.009405070915818214,boy/girl,50M
4,5,0.012160977348685265,boy/girl,50M
4,6,-0.007869843393564224,boy/girl,50M
4,7,-0.014464021660387516,boy/girl,50M
4,8,0.01236160658299923,boy/girl,50M
4,9,-0.00425691669806838,boy/girl,50M
4,10,-0.007928304374217987,boy/girl,50M
4,11,0.006209391634911299,boy/girl,50M
5,0,0.03661848604679108,boy/girl,50M
5,1,0.00527942692860961,boy/girl,50M
5,2,-0.023760031908750534,boy/girl,50M
5,3,0.018234800547361374,boy/girl,50M
5,4,0.005768374539911747,boy/girl,50M
5,5,0.00457472400739789,boy/girl,50M
5,6,-0.005596408620476723,boy/girl,50M
5,7,-0.009073980152606964,boy/girl,50M
5,8,-0.018598467111587524,boy/girl,50M
5,9,-4.3159350752830505e-05,boy/girl,50M
5,10,-0.008534768596291542,boy/girl,50M
5,11,-0.0005740886554121971,boy/girl,50M
6,0,-0.01900085061788559,boy/girl,50M
6,1,-0.018191659823060036,boy/girl,50M
6,2,0.024324879050254822,boy/girl,50M
6,3,-0.0023934899363666773,boy/girl,50M
6,4,0.0050272103399038315,boy/girl,50M
6,5,0.0008537028916180134,boy/girl,50M
6,6,0.00420557614415884,boy/girl,50M
6,7,0.04361588507890701,boy/girl,50M
6,8,0.0011215857230126858,boy/girl,50M
6,9,-0.006734552793204784,boy/girl,50M
6,10,0.0023064380511641502,boy/girl,50M
6,11,0.01225101388990879,boy/girl,50M
7,0,0.011370864696800709,boy/girl,50M
7,1,0.044610075652599335,boy/girl,50M
7,2,0.001628685393370688,boy/girl,50M
7,3,-0.014830001629889011,boy/girl,50M
7,4,-0.00806384440511465,boy/girl,50M
7,5,-0.0018973266705870628,boy/girl,50M
7,6,-0.00048105791211128235,boy/girl,50M
7,7,0.04997331276535988,boy/girl,50M
7,8,-0.002815079176798463,boy/girl,50M
7,9,0.005398849491029978,boy/girl,50M
7,10,-0.002929988782852888,boy/girl,50M
7,11,0.0019142359960824251,boy/girl,50M
8,0,-0.007213694509118795,boy/girl,50M
8,1,0.018418656662106514,boy/girl,50M
8,2,0.02005717158317566,boy/girl,50M
8,3,0.002917332574725151,boy/girl,50M
8,4,-0.008075129240751266,boy/girl,50M
8,5,-0.0007913012523204088,boy/girl,50M
8,6,0.015913065522909164,boy/girl,50M
8,7,0.022329702973365784,boy/girl,50M
8,8,0.010447083041071892,boy/girl,50M
8,9,-0.0048539345152676105,boy/girl,50M
8,10,0.004426251165568829,boy/girl,50M
8,11,-0.005682365037500858,boy/girl,50M
9,0,-0.005035612732172012,boy/girl,50M
9,1,-0.004858121275901794,boy/girl,50M
9,2,-0.003369665239006281,boy/girl,50M
9,3,-0.001011135522276163,boy/girl,50M
9,4,0.014501448720693588,boy/girl,50M
9,5,-0.031746577471494675,boy/girl,50M
9,6,0.012389715760946274,boy/girl,50M
9,7,-0.0007019229233264923,boy/girl,50M
9,8,0.0011015115305781364,boy/girl,50M
9,9,-0.001262147445231676,boy/girl,50M
9,10,0.0035858075134456158,boy/girl,50M
9,11,-0.00489317812025547,boy/girl,50M
10,0,0.0044939774088561535,boy/girl,50M
10,1,-0.014982493594288826,boy/girl,50M
10,2,-0.0009397328831255436,boy/girl,50M
10,3,0.04305567592382431,boy/girl,50M
10,4,-0.009744406677782536,boy/girl,50M
10,5,0.0007157064974308014,boy/girl,50M
10,6,0.00855323113501072,boy/girl,50M
10,7,-0.006785976700484753,boy/girl,50M
10,8,-0.0036372984759509563,boy/girl,50M
10,9,-0.005037962459027767,boy/girl,50M
10,10,-0.029102221131324768,boy/girl,50M
10,11,0.01206930261105299,boy/girl,50M
11,0,-0.015579238533973694,boy/girl,50M
11,1,0.013300039805471897,boy/girl,50M
11,2,0.0046716658398509026,boy/girl,50M
11,3,-0.005269019398838282,boy/girl,50M
11,4,0.003994317725300789,boy/girl,50M
11,5,-0.015957582741975784,boy/girl,50M
11,6,0.004209008999168873,boy/girl,50M
11,7,0.03484064340591431,boy/girl,50M
11,8,-0.0053850021213293076,boy/girl,50M
11,9,0.017340533435344696,boy/girl,50M
11,10,0.0019971546716988087,boy/girl,50M
11,11,0.005569434724748135,boy/girl,50M
0,0,0.0011864346452057362,king/queen,50M
0,1,0.002556313294917345,king/queen,50M
0,2,-0.005012729205191135,king/queen,50M
0,3,0.00618214625865221,king/queen,50M
0,4,0.0030629425309598446,king/queen,50M
0,5,0.005596833769232035,king/queen,50M
0,6,-0.001851727720350027,king/queen,50M
0,7,0.004031632095575333,king/queen,50M
0,8,0.0026771058328449726,king/queen,50M
0,9,-0.001589887891896069,king/queen,50M
0,10,0.0025162198580801487,king/queen,50M
0,11,-0.002201555762439966,king/queen,50M
1,0,0.0016296659596264362,king/queen,50M
1,1,-0.002163872355595231,king/queen,50M
1,2,0.009141416288912296,king/queen,50M
1,3,0.008793406188488007,king/queen,50M
1,4,-0.0017501534894108772,king/queen,50M
1,5,-0.013248568400740623,king/queen,50M
1,6,-0.01369774341583252,king/queen,50M
1,7,-0.003315239679068327,king/queen,50M
1,8,-0.01411602832376957,king/queen,50M
1,9,-0.021376796066761017,king/queen,50M
1,10,0.003352324478328228,king/queen,50M
1,11,-0.005826413631439209,king/queen,50M
2,0,0.011792981997132301,king/queen,50M
2,1,-0.0037708699237555265,king/queen,50M
2,2,-0.0082135871052742,king/queen,50M
2,3,0.012469482608139515,king/queen,50M
2,4,-0.005504698492586613,king/queen,50M
2,5,-0.00698868278414011,king/queen,50M
2,6,0.000955436727963388,king/queen,50M
2,7,-0.008430877700448036,king/queen,50M
2,8,-0.0150945158675313,king/queen,50M
2,9,0.009852686896920204,king/queen,50M
2,10,0.005115970969200134,king/queen,50M
2,11,-0.012053526937961578,king/queen,50M
3,0,-0.008480704389512539,king/queen,50M
3,1,0.044561587274074554,king/queen,50M
3,2,0.004798881243914366,king/queen,50M
3,3,0.02301393449306488,king/queen,50M
3,4,-0.00895398948341608,king/queen,50M
3,5,-0.003917999565601349,king/queen,50M
3,6,0.02226092293858528,king/queen,50M
3,7,0.006856778636574745,king/queen,50M
3,8,0.013992421329021454,king/queen,50M
3,9,0.03195546939969063,king/queen,50M
3,10,-0.001088242046535015,king/queen,50M
3,11,0.016782330349087715,king/queen,50M
4,0,-0.010410808958113194,king/queen,50M
4,1,-0.016844920814037323,king/queen,50M
4,2,-0.00630300585180521,king/queen,50M
4,3,-0.0037172026932239532,king/queen,50M
4,4,0.003587092040106654,king/queen,50M
4,5,0.0007584146223962307,king/queen,50M
4,6,-0.0027009674813598394,king/queen,50M
4,7,0.010671984404325485,king/queen,50M
4,8,0.0057458421215415,king/queen,50M
4,9,-0.00934695266187191,king/queen,50M
4,10,0.008497940376400948,king/queen,50M
4,11,0.0052441940642893314,king/queen,50M
5,0,-0.003499729558825493,king/queen,50M
5,1,0.0410379059612751,king/queen,50M
5,2,-0.006404681131243706,king/queen,50M
5,3,-0.0339934341609478,king/queen,50M
5,4,0.028285834938287735,king/queen,50M
5,5,0.012691223993897438,king/queen,50M
5,6,-0.014158589765429497,king/queen,50M
5,7,-0.014220955781638622,king/queen,50M
5,8,0.007964038290083408,king/queen,50M
5,9,-0.0017228201031684875,king/queen,50M
5,10,-0.010541117750108242,king/queen,50M
5,11,0.011364935897290707,king/queen,50M
6,0,0.06951790302991867,king/queen,50M
6,1,-0.012579377740621567,king/queen,50M
6,2,0.025106683373451233,king/queen,50M
6,3,0.006973733194172382,king/queen,50M
6,4,-0.008940146304666996,king/queen,50M
6,5,0.0194097887724638,king/queen,50M
6,6,0.018887560814619064,king/queen,50M
6,7,-0.007179120555520058,king/queen,50M
6,8,0.00965399295091629,king/queen,50M
6,9,0.0065453387796878815,king/queen,50M
6,10,-0.0061159925535321236,king/queen,50M
6,11,0.0237892996519804,king/queen,50M
7,0,0.017756706103682518,king/queen,50M
7,1,-0.028959443792700768,king/queen,50M
7,2,-0.0034954752773046494,king/queen,50M
7,3,0.04083215817809105,king/queen,50M
7,4,0.011716177687048912,king/queen,50M
7,5,-0.0011915117502212524,king/queen,50M
7,6,-0.0063608367927372456,king/queen,50M
7,7,0.016569864004850388,king/queen,50M
7,8,0.00568693783134222,king/queen,50M
7,9,0.015610882081091404,king/queen,50M
7,10,0.006250966340303421,king/queen,50M
7,11,0.0009266659617424011,king/queen,50M
8,0,0.005995201878249645,king/queen,50M
8,1,-0.0029774485155940056,king/queen,50M
8,2,0.06423303484916687,king/queen,50M
8,3,-0.001988212577998638,king/queen,50M
8,4,-0.03490995615720749,king/queen,50M
8,5,0.01328087318688631,king/queen,50M
8,6,0.02498888224363327,king/queen,50M
8,7,-0.005743234418332577,king/queen,50M
8,8,0.02591395191848278,king/queen,50M
8,9,-0.010290855541825294,king/queen,50M
8,10,-0.02040560357272625,king/queen,50M
8,11,0.022350262850522995,king/queen,50M
9,0,-0.008596931584179401,king/queen,50M
9,1,0.006385622546076775,king/queen,50M
9,2,0.007011728826910257,king/queen,50M
9,3,-0.0322769358754158,king/queen,50M
9,4,-0.00531312171369791,king/queen,50M
9,5,0.008143115788698196,king/queen,50M
9,6,-0.005146917421370745,king/queen,50M
9,7,-0.02580834925174713,king/queen,50M
9,8,0.00808606669306755,king/queen,50M
9,9,-0.01741182804107666,king/queen,50M
9,10,0.00045823887921869755,king/queen,50M
9,11,-0.05527244508266449,king/queen,50M
10,0,0.003601670265197754,king/queen,50M
10,1,-0.007076216861605644,king/queen,50M
10,2,-0.02600022219121456,king/queen,50M
10,3,0.035663213580846786,king/queen,50M
10,4,-0.011625055223703384,king/queen,50M
10,5,-0.026852112263441086,king/queen,50M
10,6,0.011130749247968197,king/queen,50M
10,7,-0.005937385838478804,king/queen,50M
10,8,-0.0017503988929092884,king/queen,50M
10,9,0.007914482615888119,king/queen,50M
10,10,-0.009566247463226318,king/queen,50M
10,11,-0.02505626156926155,king/queen,50M
11,0,-0.025406353175640106,king/queen,50M
11,1,0.02651675045490265,king/queen,50M
11,2,-0.008203193545341492,king/queen,50M
11,3,0.015441510826349258,king/queen,50M
11,4,-0.005272192880511284,king/queen,50M
11,5,-0.0017495937645435333,king/queen,50M
11,6,-0.0014059017412364483,king/queen,50M
11,7,0.03609030693769455,king/queen,50M
11,8,0.013235488906502724,king/queen,50M
11,9,0.012470578774809837,king/queen,50M
11,10,-0.009419171139597893,king/queen,50M
11,11,0.023347843438386917,king/queen,50M
0,0,-0.0013459277106449008,man/woman,50M
0,1,-0.0016046705422922969,man/woman,50M
0,2,-0.02034810557961464,man/woman,50M
0,3,0.003645433811470866,man/woman,50M
0,4,0.0015977066941559315,man/woman,50M
0,5,-0.00409714225679636,man/woman,50M
0,6,0.00044036281178705394,man/woman,50M
0,7,0.002023132983595133,man/woman,50M
0,8,-0.002415861701592803,man/woman,50M
0,9,-0.002762013580650091,man/woman,50M
0,10,-0.0014287754893302917,man/woman,50M
0,11,-0.005534179508686066,man/woman,50M
1,0,-0.011653020977973938,man/woman,50M
1,1,0.004244048148393631,man/woman,50M
1,2,0.005329888314008713,man/woman,50M
1,3,0.026752609759569168,man/woman,50M
1,4,0.0034014235716313124,man/woman,50M
1,5,-0.006910569034516811,man/woman,50M
1,6,0.007294763345271349,man/woman,50M
1,7,-0.01004303339868784,man/woman,50M
1,8,-0.0017738190945237875,man/woman,50M
1,9,0.036671943962574005,man/woman,50M
1,10,0.007481614127755165,man/woman,50M
1,11,-0.001401413232088089,man/woman,50M
2,0,0.01946296915411949,man/woman,50M
2,1,-0.01395605318248272,man/woman,50M
2,2,0.002431081607937813,man/woman,50M
2,3,0.016158172860741615,man/woman,50M
2,4,-0.02903439849615097,man/woman,50M
2,5,0.0024168165400624275,man/woman,50M
2,6,0.01681777648627758,man/woman,50M
2,7,0.010311882011592388,man/woman,50M
2,8,-0.0009268722496926785,man/woman,50M
2,9,0.001725924201309681,man/woman,50M
2,10,0.0035996343940496445,man/woman,50M
2,11,-0.006711290683597326,man/woman,50M
3,0,-0.014070574194192886,man/woman,50M
3,1,-0.03241647034883499,man/woman,50M
3,2,-0.0072599188424646854,man/woman,50M
3,3,0.013140935450792313,man/woman,50M
3,4,0.007542163133621216,man/woman,50M
3,5,-0.0016198856756091118,man/woman,50M
3,6,0.0054114805534482,man/woman,50M
3,7,0.007871540263295174,man/woman,50M
3,8,-0.013092597015202045,man/woman,50M
3,9,0.022602638229727745,man/woman,50M
3,10,-0.008277811110019684,man/woman,50M
3,11,-0.03787572681903839,man/woman,50M
4,0,0.010500779375433922,man/woman,50M
4,1,0.004892237484455109,man/woman,50M
4,2,0.001832542009651661,man/woman,50M
4,3,0.005140485242009163,man/woman,50M
4,4,-0.0006955722346901894,man/woman,50M
4,5,-0.007985811680555344,man/woman,50M
4,6,-0.003501846455037594,man/woman,50M
4,7,0.005731046199798584,man/woman,50M
4,8,0.012306150048971176,man/woman,50M
4,9,0.006391523405909538,man/woman,50M
4,10,-0.003270830260589719,man/woman,50M
4,11,0.015005026012659073,man/woman,50M
5,0,-0.017660560086369514,man/woman,50M
5,1,0.022283906117081642,man/woman,50M
5,2,0.009452078491449356,man/woman,50M
5,3,-0.03849460929632187,man/woman,50M
5,4,0.01122908852994442,man/woman,50M
5,5,0.002228282392024994,man/woman,50M
5,6,-0.0016669933684170246,man/woman,50M
5,7,0.0009231459116563201,man/woman,50M
5,8,-0.01662946678698063,man/woman,50M
5,9,-0.01027748454362154,man/woman,50M
5,10,0.024930456653237343,man/woman,50M
5,11,-0.004936704412102699,man/woman,50M
6,0,-0.032155394554138184,man/woman,50M
6,1,0.012856688350439072,man/woman,50M
6,2,0.041844308376312256,man/woman,50M
6,3,-0.002929309383034706,man/woman,50M
6,4,-0.010385362431406975,man/woman,50M
6,5,0.0025117872282862663,man/woman,50M
6,6,0.022435124963521957,man/woman,50M
6,7,0.004340178333222866,man/woman,50M
6,8,-0.0011217966675758362,man/woman,50M
6,9,0.008768649771809578,man/woman,50M
6,10,0.007821652106940746,man/woman,50M
6,11,0.01226787269115448,man/woman,50M
7,0,-0.003356107510626316,man/woman,50M
7,1,0.02332485094666481,man/woman,50M
7,2,0.011251088231801987,man/woman,50M
7,3,-0.03122309409081936,man/woman,50M
7,4,-0.025313884019851685,man/woman,50M
7,5,0.0059706345200538635,man/woman,50M
7,6,0.005037553608417511,man/woman,50M
7,7,0.002476443536579609,man/woman,50M
7,8,-0.07975488156080246,man/woman,50M
7,9,0.006071660667657852,man/woman,50M
7,10,-0.005242611281573772,man/woman,50M
7,11,-0.03126724064350128,man/woman,50M
8,0,0.00951177068054676,man/woman,50M
8,1,0.010976790450513363,man/woman,50M
8,2,-0.047514408826828,man/woman,50M
8,3,0.01900351792573929,man/woman,50M
8,4,-0.07787701487541199,man/woman,50M
8,5,0.0044866143725812435,man/woman,50M
8,6,0.013675672933459282,man/woman,50M
8,7,-0.0017295689322054386,man/woman,50M
8,8,0.0003449898213148117,man/woman,50M
8,9,-0.024784507229924202,man/woman,50M
8,10,-0.0061089638620615005,man/woman,50M
8,11,0.034434303641319275,man/woman,50M
9,0,0.005589931271970272,man/woman,50M
9,1,0.0030125740449875593,man/woman,50M
9,2,-0.006128383334726095,man/woman,50M
9,3,-0.0051800841465592384,man/woman,50M
9,4,-0.04175645858049393,man/woman,50M
9,5,0.04798266664147377,man/woman,50M
9,6,-0.0005324287340044975,man/woman,50M
9,7,-0.0010442370548844337,man/woman,50M
9,8,0.02004537358880043,man/woman,50M
9,9,0.0004078606143593788,man/woman,50M
9,10,-0.004586249589920044,man/woman,50M
9,11,0.021636802703142166,man/woman,50M
10,0,0.009735887870192528,man/woman,50M
10,1,0.024398885667324066,man/woman,50M
10,2,-0.03603971004486084,man/woman,50M
10,3,-0.004748862236738205,man/woman,50M
10,4,0.007415730506181717,man/woman,50M
10,5,-0.1152905747294426,man/woman,50M
10,6,0.018095150589942932,man/woman,50M
10,7,0.012057759799063206,man/woman,50M
10,8,-0.0002160563599318266,man/woman,50M
10,9,-0.012562097050249577,man/woman,50M
10,10,0.017244108021259308,man/woman,50M
10,11,0.0063343532383441925,man/woman,50M
11,0,-0.026724720373749733,man/woman,50M
11,1,0.0331939235329628,man/woman,50M
11,2,0.003599409246817231,man/woman,50M
11,3,-0.015520084649324417,man/woman,50M
11,4,0.0008266894146800041,man/woman,50M
11,5,0.017347870394587517,man/woman,50M
11,6,0.04823235049843788,man/woman,50M
11,7,0.012244610115885735,man/woman,50M
11,8,0.016180913895368576,man/woman,50M
11,9,0.0011128215119242668,man/woman,50M
11,10,-0.0025880085304379463,man/woman,50M
11,11,-0.006696645636111498,man/woman,50M
0,0,-0.0023699679877609015,dog/cat,200M
0,1,-0.0045008412562310696,dog/cat,200M
0,2,-0.0038379463367164135,dog/cat,200M
0,3,-0.011229455471038818,dog/cat,200M
0,4,-0.002632033545523882,dog/cat,200M
0,5,0.0027284370735287666,dog/cat,200M
0,6,0.00763273611664772,dog/cat,200M
0,7,-0.0005593330133706331,dog/cat,200M
0,8,-0.004826072137802839,dog/cat,200M
0,9,-0.00435557309538126,dog/cat,200M
0,10,-0.001812077360227704,dog/cat,200M
0,11,0.00017987051978707314,dog/cat,200M
1,0,-0.0038919849321246147,dog/cat,200M
1,1,-0.007376033812761307,dog/cat,200M
