layer,head,dla_contribution,probe,checkpoint
1,2,0.0012201062636449933,dog/cat,200M
1,3,0.021177534013986588,dog/cat,200M
1,4,-0.03038996458053589,dog/cat,200M
1,5,-0.0009622350335121155,dog/cat,200M
1,6,0.0016691512428224087,dog/cat,200M
1,7,-0.0064048171043396,dog/cat,200M
1,8,0.005946023389697075,dog/cat,200M
1,9,-0.006647351197898388,dog/cat,200M
1,10,-0.010967175476253033,dog/cat,200M
1,11,0.029643060639500618,dog/cat,200M
2,0,0.005961949937045574,dog/cat,200M
2,1,-0.004545615985989571,dog/cat,200M
2,2,-0.009181424975395203,dog/cat,200M
2,3,-0.007117672823369503,dog/cat,200M
2,4,-0.004881842061877251,dog/cat,200M
2,5,0.01804869808256626,dog/cat,200M
2,6,0.029437489807605743,dog/cat,200M
2,7,-0.026220183819532394,dog/cat,200M
2,8,-0.024693578481674194,dog/cat,200M
2,9,0.016698414459824562,dog/cat,200M
2,10,-0.028823113068938255,dog/cat,200M
2,11,-0.01461215689778328,dog/cat,200M
3,0,-0.005830687470734119,dog/cat,200M
3,1,0.004889756441116333,dog/cat,200M
3,2,-0.010721424594521523,dog/cat,200M
3,3,0.016666630282998085,dog/cat,200M
3,4,0.002666525775566697,dog/cat,200M
3,5,-0.016621649265289307,dog/cat,200M
3,6,-0.008908890187740326,dog/cat,200M
3,7,0.0023376229219138622,dog/cat,200M
3,8,0.01589682325720787,dog/cat,200M
3,9,0.009819723665714264,dog/cat,200M
3,10,-0.0012209638953208923,dog/cat,200M
3,11,-0.014860844239592552,dog/cat,200M
4,0,-0.008080917410552502,dog/cat,200M
4,1,0.0027673118747770786,dog/cat,200M
4,2,-0.10762406885623932,dog/cat,200M
4,3,0.013303092680871487,dog/cat,200M
4,4,0.000953376293182373,dog/cat,200M
4,5,0.0001926971599459648,dog/cat,200M
4,6,-0.06233998388051987,dog/cat,200M
4,7,0.0029966747388243675,dog/cat,200M
4,8,0.009214677847921848,dog/cat,200M
4,9,0.010811337269842625,dog/cat,200M
4,10,-0.01017061062157154,dog/cat,200M
4,11,-0.0029410559218376875,dog/cat,200M
5,0,-0.03365156054496765,dog/cat,200M
5,1,0.01734716258943081,dog/cat,200M
5,2,0.004278621170669794,dog/cat,200M
5,3,0.025506816804409027,dog/cat,200M
5,4,0.00820649228990078,dog/cat,200M
5,5,0.003315561916679144,dog/cat,200M
5,6,-0.02759760431945324,dog/cat,200M
5,7,-0.008074872195720673,dog/cat,200M
5,8,-5.924701690673828e-05,dog/cat,200M
5,9,0.004543734714388847,dog/cat,200M
5,10,-0.011602617800235748,dog/cat,200M
5,11,-0.01754191145300865,dog/cat,200M
6,0,-0.015907879918813705,dog/cat,200M
6,1,-0.005422657821327448,dog/cat,200M
6,2,0.014727657660841942,dog/cat,200M
6,3,-0.006185790058225393,dog/cat,200M
6,4,-0.021861553192138672,dog/cat,200M
6,5,0.011969435960054398,dog/cat,200M
6,6,-0.01170254871249199,dog/cat,200M
6,7,-0.0034146998077630997,dog/cat,200M
6,8,0.017449069768190384,dog/cat,200M
6,9,-0.009435328654944897,dog/cat,200M
6,10,-0.03972584009170532,dog/cat,200M
6,11,0.005555149167776108,dog/cat,200M
7,0,-0.005028726067394018,dog/cat,200M
7,1,-0.001606721431016922,dog/cat,200M
7,2,-0.019599642604589462,dog/cat,200M
7,3,-0.050766222178936005,dog/cat,200M
7,4,-0.0023303572088479996,dog/cat,200M
7,5,-0.01633521355688572,dog/cat,200M
7,6,-0.08073894679546356,dog/cat,200M
7,7,-0.05933303013443947,dog/cat,200M
7,8,0.026013527065515518,dog/cat,200M
7,9,-0.030478958040475845,dog/cat,200M
7,10,0.004706178791821003,dog/cat,200M
7,11,0.012375682592391968,dog/cat,200M
8,0,-0.2054925560951233,dog/cat,200M
8,1,-0.0822967067360878,dog/cat,200M
8,2,0.006851650774478912,dog/cat,200M
8,3,-0.020846977829933167,dog/cat,200M
8,4,0.02658611536026001,dog/cat,200M
8,5,-0.019833821803331375,dog/cat,200M
8,6,-0.1086086705327034,dog/cat,200M
8,7,-0.035351283848285675,dog/cat,200M
8,8,-0.06221862882375717,dog/cat,200M
8,9,0.019355373457074165,dog/cat,200M
8,10,-0.02492663636803627,dog/cat,200M
8,11,0.015485206618905067,dog/cat,200M
9,0,0.017455635592341423,dog/cat,200M
9,1,0.006968867965042591,dog/cat,200M
9,2,-0.07558555901050568,dog/cat,200M
9,3,0.03582797199487686,dog/cat,200M
9,4,0.02739398367702961,dog/cat,200M
9,5,-0.03886101767420769,dog/cat,200M
9,6,0.03803296759724617,dog/cat,200M
9,7,0.013746065087616444,dog/cat,200M
9,8,-0.024469856172800064,dog/cat,200M
9,9,0.03971683606505394,dog/cat,200M
9,10,-0.3218744993209839,dog/cat,200M
9,11,-0.011149412952363491,dog/cat,200M
10,0,-0.012827291153371334,dog/cat,200M
10,1,0.0032266112975776196,dog/cat,200M
10,2,0.0038169510662555695,dog/cat,200M
10,3,0.01654556579887867,dog/cat,200M
10,4,-0.014810614287853241,dog/cat,200M
10,5,-0.10223506391048431,dog/cat,200M
10,6,-0.007036062888801098,dog/cat,200M
10,7,-0.06223906949162483,dog/cat,200M
10,8,0.05194948613643646,dog/cat,200M
10,9,0.004722842946648598,dog/cat,200M
10,10,0.027246709913015366,dog/cat,200M
10,11,0.014596203342080116,dog/cat,200M
11,0,-0.04257335886359215,dog/cat,200M
11,1,0.002543187700212002,dog/cat,200M
11,2,-0.005656725727021694,dog/cat,200M
11,3,-0.02976543828845024,dog/cat,200M
11,4,-0.008310089819133282,dog/cat,200M
11,5,0.009741577319800854,dog/cat,200M
11,6,0.013845200650393963,dog/cat,200M
11,7,-0.004842857364565134,dog/cat,200M
11,8,0.03469260782003403,dog/cat,200M
11,9,-0.028075097128748894,dog/cat,200M
11,10,-0.026720823720097542,dog/cat,200M
11,11,0.0037351143546402454,dog/cat,200M
0,0,-7.629458559677005e-05,boy/girl,200M
0,1,-0.0005987765034660697,boy/girl,200M
0,2,-0.003433315549045801,boy/girl,200M
0,3,0.0014563112054020166,boy/girl,200M
0,4,0.0007033457513898611,boy/girl,200M
0,5,-0.0032495674677193165,boy/girl,200M
0,6,-0.0026636109687387943,boy/girl,200M
0,7,-0.0020430805161595345,boy/girl,200M
0,8,-0.003948898520320654,boy/girl,200M
0,9,0.00012326287105679512,boy/girl,200M
0,10,0.0012723046820610762,boy/girl,200M
0,11,0.0004967267159372568,boy/girl,200M
1,0,-0.008801903575658798,boy/girl,200M
1,1,0.000666097505018115,boy/girl,200M
1,2,-0.008122761733829975,boy/girl,200M
1,3,-0.007743090856820345,boy/girl,200M
1,4,0.024134615436196327,boy/girl,200M
1,5,0.011186012998223305,boy/girl,200M
1,6,-0.007853541523218155,boy/girl,200M
1,7,-0.003226807340979576,boy/girl,200M
1,8,-0.0031395291443914175,boy/girl,200M
1,9,0.022977467626333237,boy/girl,200M
1,10,-0.0037916777655482292,boy/girl,200M
1,11,-0.014517605304718018,boy/girl,200M
2,0,-0.005450973752886057,boy/girl,200M
2,1,-0.00799531675875187,boy/girl,200M
2,2,-0.004954868927598,boy/girl,200M
2,3,0.008296934887766838,boy/girl,200M
2,4,-0.002867152215912938,boy/girl,200M
2,5,-0.02380925975739956,boy/girl,200M
2,6,-0.02615843154489994,boy/girl,200M
2,7,-0.006639034487307072,boy/girl,200M
2,8,-0.00858633778989315,boy/girl,200M
2,9,-0.013300219550728798,boy/girl,200M
2,10,0.0003920330200344324,boy/girl,200M
2,11,0.008676020428538322,boy/girl,200M
3,0,0.0068377237766981125,boy/girl,200M
3,1,-0.010986334644258022,boy/girl,200M
3,2,0.005905561149120331,boy/girl,200M
3,3,-0.02437223121523857,boy/girl,200M
3,4,0.0002326818648725748,boy/girl,200M
3,5,0.0015574470162391663,boy/girl,200M
3,6,0.010904617607593536,boy/girl,200M
3,7,-0.0023140411358326674,boy/girl,200M
3,8,-0.0019481023773550987,boy/girl,200M
3,9,0.016619708389043808,boy/girl,200M
3,10,0.0022599645890295506,boy/girl,200M
3,11,0.005384274758398533,boy/girl,200M
4,0,0.00801045261323452,boy/girl,200M
4,1,0.015231393277645111,boy/girl,200M
4,2,-0.009229881688952446,boy/girl,200M
4,3,-0.014832556247711182,boy/girl,200M
4,4,-0.002484479919075966,boy/girl,200M
4,5,-0.0035099503584206104,boy/girl,200M
4,6,-0.02008954808115959,boy/girl,200M
4,7,-0.00866339448839426,boy/girl,200M
4,8,-0.01002802886068821,boy/girl,200M
4,9,-0.002541298046708107,boy/girl,200M
4,10,-0.00473019341006875,boy/girl,200M
4,11,0.014134194701910019,boy/girl,200M
5,0,-0.013985327444970608,boy/girl,200M
5,1,0.020337164402008057,boy/girl,200M
5,2,-0.0060898251831531525,boy/girl,200M
5,3,-0.02228468842804432,boy/girl,200M
5,4,0.0033854516223073006,boy/girl,200M
5,5,0.025335559621453285,boy/girl,200M
5,6,0.02574530430138111,boy/girl,200M
5,7,-0.0026538786478340626,boy/girl,200M
5,8,-0.010770839639008045,boy/girl,200M
5,9,-0.08576203137636185,boy/girl,200M
5,10,-0.011285887099802494,boy/girl,200M
5,11,0.0028485856018960476,boy/girl,200M
6,0,-0.055327411741018295,boy/girl,200M
6,1,-0.014528902247548103,boy/girl,200M
6,2,-0.008106491528451443,boy/girl,200M
6,3,0.0009814470540732145,boy/girl,200M
6,4,0.006516153924167156,boy/girl,200M
6,5,-0.0045132203958928585,boy/girl,200M
6,6,0.0021666251122951508,boy/girl,200M
6,7,0.01980789564549923,boy/girl,200M
6,8,-0.004216564819216728,boy/girl,200M
6,9,0.007314336486160755,boy/girl,200M
6,10,0.010515172965824604,boy/girl,200M
6,11,0.0435665026307106,boy/girl,200M
7,0,0.0035845977254211903,boy/girl,200M
7,1,0.01243236567825079,boy/girl,200M
7,2,0.023901157081127167,boy/girl,200M
7,3,-0.014147172681987286,boy/girl,200M
7,4,0.008732768706977367,boy/girl,200M
7,5,0.02581721544265747,boy/girl,200M
7,6,-0.08150318264961243,boy/girl,200M
7,7,0.07566458731889725,boy/girl,200M
7,8,-0.09830023348331451,boy/girl,200M
7,9,-0.008587164804339409,boy/girl,200M
7,10,-0.007516674697399139,boy/girl,200M
7,11,-0.00585531909018755,boy/girl,200M
8,0,-0.0012492574751377106,boy/girl,200M
8,1,0.008678341284394264,boy/girl,200M
8,2,-0.029317297041416168,boy/girl,200M
8,3,0.05067763477563858,boy/girl,200M
8,4,0.06134282052516937,boy/girl,200M
8,5,0.010772688314318657,boy/girl,200M
8,6,0.011943282559514046,boy/girl,200M
8,7,0.007897766306996346,boy/girl,200M
8,8,0.0025478722527623177,boy/girl,200M
8,9,-0.015226169489324093,boy/girl,200M
8,10,0.015663305297493935,boy/girl,200M
8,11,0.004991995170712471,boy/girl,200M
9,0,-0.009340490214526653,boy/girl,200M
9,1,-0.006438725627958775,boy/girl,200M
9,2,-0.02637695148587227,boy/girl,200M
9,3,0.021373361349105835,boy/girl,200M
9,4,-0.007342519238591194,boy/girl,200M
9,5,0.010713741183280945,boy/girl,200M
9,6,-0.004311538301408291,boy/girl,200M
9,7,-0.020928649231791496,boy/girl,200M
9,8,0.01957348734140396,boy/girl,200M
9,9,0.009078335016965866,boy/girl,200M
9,10,-0.011896971613168716,boy/girl,200M
9,11,0.005018562078475952,boy/girl,200M
10,0,0.03154519200325012,boy/girl,200M
10,1,-0.009748537093400955,boy/girl,200M
10,2,-0.401192843914032,boy/girl,200M
10,3,0.007690750528126955,boy/girl,200M
10,4,-0.0019857436418533325,boy/girl,200M
10,5,-0.03198476880788803,boy/girl,200M
10,6,-0.0073512885719537735,boy/girl,200M
10,7,0.0029133521020412445,boy/girl,200M
10,8,0.0005357898771762848,boy/girl,200M
10,9,0.006281980313360691,boy/girl,200M
10,10,-0.02371511608362198,boy/girl,200M
10,11,0.007884739898145199,boy/girl,200M
11,0,0.018122123554348946,boy/girl,200M
11,1,-0.01015446987003088,boy/girl,200M
11,2,0.02316293865442276,boy/girl,200M
11,3,-0.010332918725907803,boy/girl,200M
11,4,0.03816510736942291,boy/girl,200M
11,5,0.008029680699110031,boy/girl,200M
11,6,-0.010640930384397507,boy/girl,200M
11,7,-0.013192612677812576,boy/girl,200M
11,8,-0.015196824446320534,boy/girl,200M
11,9,-0.044824980199337006,boy/girl,200M
11,10,0.01870693825185299,boy/girl,200M
11,11,-0.0005817911587655544,boy/girl,200M
0,0,0.0002458851085975766,king/queen,200M
0,1,0.003322613425552845,king/queen,200M
0,2,-0.011640867218375206,king/queen,200M
0,3,0.0062744165770709515,king/queen,200M
0,4,0.007366313599050045,king/queen,200M
0,5,0.002172034000977874,king/queen,200M
0,6,0.010134203359484673,king/queen,200M
0,7,0.0028013791888952255,king/queen,200M
0,8,0.003578661009669304,king/queen,200M
0,9,0.00040908646769821644,king/queen,200M
0,10,0.0015711094019934535,king/queen,200M
0,11,-0.006269325502216816,king/queen,200M
1,0,-0.010605632327497005,king/queen,200M
1,1,-0.00414208322763443,king/queen,200M
1,2,0.004637550562620163,king/queen,200M
1,3,-0.008186574093997478,king/queen,200M
1,4,0.031537577509880066,king/queen,200M
1,5,-0.031211331486701965,king/queen,200M
1,6,0.005302383564412594,king/queen,200M
1,7,-0.010275854729115963,king/queen,200M
1,8,-0.005057021044194698,king/queen,200M
1,9,0.015840480104088783,king/queen,200M
1,10,0.0101925078779459,king/queen,200M
1,11,-0.017485562711954117,king/queen,200M
2,0,0.0003213426098227501,king/queen,200M
2,1,0.004131452180445194,king/queen,200M
2,2,0.002422794234007597,king/queen,200M
2,3,0.047579072415828705,king/queen,200M
2,4,-0.0016448870301246643,king/queen,200M
2,5,-0.011009234003722668,king/queen,200M
2,6,-0.008499283343553543,king/queen,200M
2,7,-0.007437901571393013,king/queen,200M
2,8,-0.0021791066974401474,king/queen,200M
2,9,0.0018912013620138168,king/queen,200M
2,10,0.012026837095618248,king/queen,200M
2,11,0.015300776809453964,king/queen,200M
3,0,0.010364057496190071,king/queen,200M
3,1,0.012741867452859879,king/queen,200M
3,2,-0.0037449905648827553,king/queen,200M
3,3,0.019766584038734436,king/queen,200M
3,4,-0.015564985573291779,king/queen,200M
3,5,0.016742680221796036,king/queen,200M
3,6,0.009730263613164425,king/queen,200M
3,7,0.000874025747179985,king/queen,200M
3,8,-0.0012561745243147016,king/queen,200M
3,9,0.001164047745987773,king/queen,200M
3,10,-0.00041998550295829773,king/queen,200M
3,11,-0.0020912950858473778,king/queen,200M
4,0,-0.004439672455191612,king/queen,200M
4,1,0.010854087769985199,king/queen,200M
4,2,-0.026122216135263443,king/queen,200M
4,3,-0.0027775727212429047,king/queen,200M
4,4,-0.003203829750418663,king/queen,200M
4,5,-0.014386124908924103,king/queen,200M
4,6,-0.006844780407845974,king/queen,200M
4,7,0.0016087205149233341,king/queen,200M
4,8,0.00017008697614073753,king/queen,200M
4,9,-0.005578154698014259,king/queen,200M
4,10,-0.0015218094922602177,king/queen,200M
4,11,0.013964549638330936,king/queen,200M
5,0,0.005744364112615585,king/queen,200M
5,1,0.011554231867194176,king/queen,200M
5,2,0.0019101439975202084,king/queen,200M
5,3,-0.060272570699453354,king/queen,200M
5,4,0.0067419144324958324,king/queen,200M
5,5,0.006047300063073635,king/queen,200M
5,6,-0.03234288468956947,king/queen,200M
5,7,-0.031086131930351257,king/queen,200M
5,8,0.0077764857560396194,king/queen,200M
5,9,0.008253481239080429,king/queen,200M
5,10,-0.03823726251721382,king/queen,200M
5,11,0.00796133279800415,king/queen,200M
6,0,0.10920660197734833,king/queen,200M
6,1,-0.017959533259272575,king/queen,200M
6,2,0.03742924705147743,king/queen,200M
6,3,-0.008500838652253151,king/queen,200M
6,4,0.019995085895061493,king/queen,200M
6,5,0.0019088862463831902,king/queen,200M
6,6,0.0028382367454469204,king/queen,200M
6,7,-0.052930328994989395,king/queen,200M
6,8,-0.009238488972187042,king/queen,200M
6,9,0.008086158894002438,king/queen,200M
6,10,-8.259899914264679e-06,king/queen,200M
6,11,0.06119854748249054,king/queen,200M
7,0,-0.0004606521688401699,king/queen,200M
7,1,0.0062834713608026505,king/queen,200M
7,2,-0.006429420784115791,king/queen,200M
7,3,-0.012911701574921608,king/queen,200M
7,4,0.01638094335794449,king/queen,200M
7,5,0.019769491627812386,king/queen,200M
7,6,-0.06489336490631104,king/queen,200M
7,7,0.07898563146591187,king/queen,200M
7,8,-0.09460869431495667,king/queen,200M
7,9,-0.023992246016860008,king/queen,200M
7,10,-8.89236107468605e-05,king/queen,200M
7,11,-0.006027393043041229,king/queen,200M
8,0,-0.06489932537078857,king/queen,200M
8,1,-0.06364089995622635,king/queen,200M
8,2,0.07393606752157211,king/queen,200M
8,3,-0.06391528993844986,king/queen,200M
8,4,-0.1366080939769745,king/queen,200M
8,5,0.0045066773891448975,king/queen,200M
8,6,0.010485343635082245,king/queen,200M
8,7,0.006070894189178944,king/queen,200M
8,8,0.12241847813129425,king/queen,200M
8,9,-0.0011441009119153023,king/queen,200M
8,10,0.016003211960196495,king/queen,200M
8,11,-0.033786430954933167,king/queen,200M
9,0,-0.019103901460766792,king/queen,200M
9,1,-0.009490063413977623,king/queen,200M
9,2,0.008829804137349129,king/queen,200M
9,3,0.01085714716464281,king/queen,200M
9,4,0.05122951418161392,king/queen,200M
9,5,0.009161016903817654,king/queen,200M
9,6,-0.01944846287369728,king/queen,200M
9,7,-0.06757400929927826,king/queen,200M
9,8,0.01928369328379631,king/queen,200M
9,9,-0.006226405501365662,king/queen,200M
9,10,0.0234004408121109,king/queen,200M
9,11,-0.07547483593225479,king/queen,200M
10,0,-0.0243080947548151,king/queen,200M
10,1,-0.012888447381556034,king/queen,200M
10,2,-0.3385658264160156,king/queen,200M
10,3,0.0140070840716362,king/queen,200M
10,4,0.07392008602619171,king/queen,200M
10,5,-0.14998438954353333,king/queen,200M
10,6,0.0022082244977355003,king/queen,200M
10,7,-0.09868201613426208,king/queen,200M
10,8,-0.012608434073626995,king/queen,200M
10,9,-0.07916852831840515,king/queen,200M
10,10,-0.019514299929142,king/queen,200M
10,11,0.00040769390761852264,king/queen,200M
11,0,0.010029640048742294,king/queen,200M
11,1,0.009393605403602123,king/queen,200M
11,2,-0.008547343313694,king/queen,200M
11,3,0.028623271733522415,king/queen,200M
11,4,0.024596652016043663,king/queen,200M
11,5,0.011598624289035797,king/queen,200M
11,6,0.010454291477799416,king/queen,200M
11,7,0.011543975211679935,king/queen,200M
11,8,-0.008519506081938744,king/queen,200M
11,9,-0.03212133049964905,king/queen,200M
11,10,0.024733254685997963,king/queen,200M
11,11,-0.013892612420022488,king/queen,200M
0,0,0.004848168231546879,man/woman,200M
0,1,-0.00574708916246891,man/woman,200M
0,2,-0.009328210726380348,man/woman,200M
0,3,-0.003302894299849868,man/woman,200M
0,4,-0.004811575636267662,man/woman,200M
0,5,0.006517673376947641,man/woman,200M
0,6,-0.0020839048083871603,man/woman,200M
0,7,0.002594484481960535,man/woman,200M
0,8,0.0009056350099854171,man/woman,200M
0,9,0.00021265365649014711,man/woman,200M
0,10,0.00046492734691128135,man/woman,200M
0,11,-0.0035978276282548904,man/woman,200M
1,0,-0.007023293059319258,man/woman,200M
1,1,-0.011593393050134182,man/woman,200M
1,2,0.0008899576496332884,man/woman,200M
1,3,-0.00596571946516633,man/woman,200M
1,4,0.006929480470716953,man/woman,200M
1,5,-0.005089199636131525,man/woman,200M
1,6,-0.0017720088362693787,man/woman,200M
1,7,-0.00032286159694194794,man/woman,200M
1,8,0.014619287103414536,man/woman,200M
1,9,-0.015648506581783295,man/woman,200M
1,10,0.0040421150624752045,man/woman,200M
1,11,-0.010812539607286453,man/woman,200M
2,0,-0.004833650309592485,man/woman,200M
2,1,-0.005646089091897011,man/woman,200M
2,2,0.0019148748833686113,man/woman,200M
2,3,0.025765560567378998,man/woman,200M
2,4,-0.0105980783700943,man/woman,200M
2,5,-0.005721164867281914,man/woman,200M
2,6,-0.003305206075310707,man/woman,200M
2,7,-0.02656402811408043,man/woman,200M
2,8,0.02575072832405567,man/woman,200M
2,9,-0.01862012967467308,man/woman,200M
2,10,0.0041178190149366856,man/woman,200M
2,11,-0.003163086250424385,man/woman,200M
3,0,0.014636995270848274,man/woman,200M
3,1,-0.04965332895517349,man/woman,200M
3,2,0.0014228974469006062,man/woman,200M
3,3,-0.0010947445407509804,man/woman,200M
3,4,0.006997985299676657,man/woman,200M
3,5,-0.002978244796395302,man/woman,200M
3,6,0.0012762690894305706,man/woman,200M
3,7,-0.0019912165589630604,man/woman,200M
3,8,-0.002567375311627984,man/woman,200M
3,9,-0.013773462735116482,man/woman,200M
3,10,-0.002945359330624342,man/woman,200M
3,11,-0.0039794668555259705,man/woman,200M
4,0,0.0037395430263131857,man/woman,200M
4,1,0.03400346264243126,man/woman,200M
4,2,-0.014121385291218758,man/woman,200M
4,3,-0.0027744437102228403,man/woman,200M
4,4,-0.010163132101297379,man/woman,200M
4,5,-0.034437358379364014,man/woman,200M
4,6,-0.0030624745413661003,man/woman,200M
4,7,0.013701492920517921,man/woman,200M
4,8,0.0005083400756120682,man/woman,200M
4,9,0.005616460926830769,man/woman,200M
4,10,-0.007045411970466375,man/woman,200M
4,11,0.006599833257496357,man/woman,200M
5,0,0.007083980366587639,man/woman,200M
5,1,0.022801794111728668,man/woman,200M
5,2,-0.003976069390773773,man/woman,200M
5,3,-0.09313604235649109,man/woman,200M
5,4,0.012488269247114658,man/woman,200M
5,5,0.010287695564329624,man/woman,200M
5,6,-0.028223872184753418,man/woman,200M
5,7,-0.009345929138362408,man/woman,200M
5,8,-0.02764935977756977,man/woman,200M
5,9,-0.004319022875279188,man/woman,200M
5,10,-0.014697443693876266,man/woman,200M
5,11,-0.005470476113259792,man/woman,200M
6,0,-0.0069738514721393585,man/woman,200M
6,1,-0.03373623639345169,man/woman,200M
6,2,0.006745766848325729,man/woman,200M
6,3,0.013477908447384834,man/woman,200M
6,4,-0.0009619905613362789,man/woman,200M
6,5,-0.009449634701013565,man/woman,200M
6,6,0.035304948687553406,man/woman,200M
6,7,-0.04638029634952545,man/woman,200M
6,8,-0.010012421756982803,man/woman,200M
6,9,0.0062754289247095585,man/woman,200M
6,10,-0.012994577176868916,man/woman,200M
6,11,0.015885332599282265,man/woman,200M
7,0,-0.0026115099899470806,man/woman,200M
7,1,0.05052788555622101,man/woman,200M
7,2,0.01112152449786663,man/woman,200M
7,3,-0.06110739707946777,man/woman,200M
7,4,-0.005779367405921221,man/woman,200M
7,5,0.018197206780314445,man/woman,200M
7,6,-0.026626549661159515,man/woman,200M
7,7,-0.03434453532099724,man/woman,200M
7,8,-0.19423843920230865,man/woman,200M
7,9,-0.0006529558449983597,man/woman,200M
7,10,0.014579633250832558,man/woman,200M
7,11,0.006982759572565556,man/woman,200M
8,0,-0.06026533991098404,man/woman,200M
8,1,0.07910368591547012,man/woman,200M
8,2,-0.027496587485074997,man/woman,200M
8,3,0.012066475115716457,man/woman,200M
8,4,-0.27769073843955994,man/woman,200M
8,5,0.027615796774625778,man/woman,200M
8,6,0.02694745920598507,man/woman,200M
8,7,-0.01166095957159996,man/woman,200M
8,8,0.07498867809772491,man/woman,200M
8,9,0.005194546654820442,man/woman,200M
8,10,-0.021168965846300125,man/woman,200M
8,11,-0.04560122638940811,man/woman,200M
9,0,0.005044537130743265,man/woman,200M
9,1,-0.01103399507701397,man/woman,200M
9,2,-0.03142162784934044,man/woman,200M
9,3,0.024499649181962013,man/woman,200M
9,4,-0.08121179044246674,man/woman,200M
9,5,-0.018931668251752853,man/woman,200M
9,6,-0.1595814824104309,man/woman,200M
9,7,-0.04189198091626167,man/woman,200M
9,8,0.022343318909406662,man/woman,200M
9,9,0.010084016248583794,man/woman,200M
9,10,-0.05731891840696335,man/woman,200M
9,11,-0.032175514847040176,man/woman,200M
10,0,0.013908423483371735,man/woman,200M
10,1,0.014707431197166443,man/woman,200M
10,2,-0.4047382175922394,man/woman,200M
10,3,-0.020578039810061455,man/woman,200M
10,4,-0.002620869316160679,man/woman,200M
10,5,-0.27115780115127563,man/woman,200M
10,6,0.001636464148759842,man/woman,200M
10,7,-0.011952905915677547,man/woman,200M
10,8,0.016664277762174606,man/woman,200M
10,9,0.020289579406380653,man/woman,200M
10,10,0.016185341402888298,man/woman,200M
10,11,0.009949678555130959,man/woman,200M
11,0,0.01140217948704958,man/woman,200M
11,1,-0.006045842077583075,man/woman,200M
11,2,0.01975245587527752,man/woman,200M
11,3,0.010069608688354492,man/woman,200M
11,4,0.014578800648450851,man/woman,200M
11,5,0.015629755333065987,man/woman,200M
11,6,0.006437251344323158,man/woman,200M
11,7,-0.005583254620432854,man/woman,200M
11,8,0.006670522503554821,man/woman,200M
11,9,0.0069257598370313644,man/woman,200M
11,10,-0.0034805559553205967,man/woman,200M
11,11,-0.0649760514497757,man/woman,200M
0,0,0.0042746406979858875,dog/cat,1000M
0,1,-0.0034178427886217833,dog/cat,1000M
0,2,-0.0015666857361793518,dog/cat,1000M
0,3,-0.025168530642986298,dog/cat,1000M
0,4,0.004684890620410442,dog/cat,1000M
0,5,0.004587635397911072,dog/cat,1000M
0,6,0.005927024409174919,dog/cat,1000M
0,7,0.0044404082000255585,dog/cat,1000M
0,8,-0.0014286718796938658,dog/cat,1000M
0,9,0.0032366146333515644,dog/cat,1000M
0,10,0.006909857504069805,dog/cat,1000M
0,11,0.003956106025725603,dog/cat,1000M
